시군구,지정년도,지정번호,신청일자,지정일자,업소명,소재지지번,허가(신고)번호,업태명,주된음식,영업장면적(제곱미터),행정동명,급수시설구분,소재지전화번호
강남구,2021,305,2020-10-01,2021-11-16,막둥이냉면,서울특별시 강남구 대치동 941-16 지상1층 ,20020106508,호프/통닭,호프/통닭,59.04,대치4동,상수도전용,02- 557-3188
강남구,2021,306,2020-10-01,2021-11-16,아선재,서울특별시 강남구 대치동 968-4 동원빌딩 ,20190107828,한식,한식,702.31,대치1동,상수도전용,02-6339-1112
강남구,2021,307,2020-10-01,2021-11-16,토담골49번지,서울특별시 강남구 청담동 49 유림빌딩 ,20180108343,한식,한식,587.46,청담동,상수도전용,
강남구,2021,308,2020-10-01,2021-11-16,애란궁,"서울특별시 강남구 수서동 490-4 지하1,지상1 ",20130105253,한식,한식,218.6,수서동,상수도전용,
강남구,2021,309,2020-10-01,2021-11-16,아구본가 첨벙 신사본점,서울특별시 강남구 논현동 16-2 1층나호 ,19890105036,한식,한식,93.24,논현1동,상수도전용,  02-0543-8873
강남구,2021,310,2020-10-01,2021-11-16,영동곱창,서울특별시 강남구 논현동 212-14 ,20180107824,한식,한식,99.44,논현1동,상수도전용,
강남구,2021,311,2020-10-01,2021-11-16,영동올뱅이집,서울특별시 강남구 개포동 1231-7 지상1층 ,20030107267,한식,한식,140,개포4동,상수도전용,02- 573-3528
강남구,2021,312,2020-10-01,2021-11-16,(주)닭으로가,서울특별시 강남구 신사동 662-6 (지상1층) ,20000107093,한식,한식,165.3,압구정동,상수도전용,
강남구,2021,313,2020-10-01,2021-11-16,그랜드키친,서울특별시 강남구 삼성동 159-8 지상1층 ,19880105638,뷔페식,뷔페식,"1,683.00",삼성1동,상수도전용,  02-0000-0000
강남구,2021,314,2020-10-01,2021-11-16,양평해장국,서울특별시 강남구 삼성동 161-8 지상1층 ,20050105001,한식,한식,115.7,삼성1동,상수도전용,02- 561-5242
강남구,2021,315,2020-10-01,2021-11-16,압구정제주집(狎鷗亭濟州緝),서울특별시 강남구 신사동 588-12 ,20200106968,한식,한식,67.01,신사동,상수도전용,
강남구,2021,316,2020-10-01,2021-11-16,추풍령칼삼겹살,서울특별시 강남구 신사동 657-21 ,19970106002,한식,한식,35.28,압구정동,상수도전용,
강남구,2021,317,2021-10-01,2021-11-16,더차이나,서울특별시 강남구 대치동 890-30 지하1층 ,20050107484,한식,한식,132.23,대치4동,상수도전용,  02- 501-4795
강남구,2021,318,2021-10-01,2021-11-16,현경,서울특별시 강남구 대치동 896-50 ,20190106358,중국식,중국식,170.8,대치1동,상수도전용,
강남구,2021,319,2021-10-01,2021-11-16,순리대로,서울특별시 강남구 도곡동 518-4 ,20200106650,한식,한식,227.8,도곡1동,상수도전용,
강남구,2021,320,2020-10-01,2021-11-16,동천홍 학동점,서울특별시 강남구 논현동 85-1 ,20120105748,한식,한식,216.53,논현2동,상수도전용,
강남구,2021,321,2021-10-01,2021-11-16,와인주막차차 압구정점,서울특별시 강남구 신사동 658-1 ,20140106675,한식,한식,141.32,신사동,상수도전용,
강남구,2021,322,2021-10-01,2021-11-16,동원연탄석쇠구이,서울특별시 강남구 신사동 661-5 ,20120106634,한식,한식,241.7,신사동,상수도전용,
강남구,2021,323,2021-10-01,2021-11-16,닭한마리 감자탕,서울특별시 강남구 신사동 513-2 1층 ,20010107405,한식,한식,128.7,신사동,상수도전용,
강남구,2021,324,2021-10-01,2021-11-16,이층집왕족발,서울특별시 강남구 신사동 657-23 지상2층 ,20110106340,한식,한식,162.8,신사동,상수도전용,
강남구,2021,325,2021-10-01,2021-11-16,종쓰부,서울특별시 강남구 신사동 569-27 ,20160107500,중국식,중국식,84,신사동,상수도전용,
강남구,2021,326,2021-10-01,2021-11-16,취향의공간,서울특별시 강남구 신사동 511-19 ,19910106285,한식,한식,95.72,신사동,상수도전용,
강남구,2021,327,2021-10-01,2021-11-16,선남sea,서울특별시 강남구 자곡동 649 ,20180105258,한식,한식,133.31,세곡동,상수도전용,02-6211-5005
강남구,2021,328,2021-10-01,2021-11-16,신촌설렁탕,서울특별시 강남구 도곡동 423-4 1층 ,20090107305,한식,한식,184.98,도곡2동,상수도전용,02-572 -5636
강남구,2021,329,2021-10-01,2021-11-16,봉추찜닭주공공이,서울특별시 강남구 역삼동 814-5 흥국빌딩별관2층 ,20010106987,한식,한식,84,역삼1동,상수도전용,  02- 565-4593
강남구,2021,330,2021-10-01,2021-11-16,고향집,서울특별시 강남구 역삼동 748-26 지상1층 ,20110106784,한식,한식,160,역삼1동,상수도전용,
강남구,2021,331,2021-10-01,2021-11-16,대가,서울특별시 강남구 역삼동 810-13 ,20110107017,한식,한식,110,역삼1동,상수도전용,
강남구,2021,332,2021-10-01,2021-11-16,바른정육식당,서울특별시 강남구 논현동 58-5 1층 ,19880105004,일식,일식,66.1,논현1동,상수도전용,  02- 549-2926
강남구,2021,333,2021-10-01,2021-11-16,밀본 대치포스코점,서울특별시 강남구 대치동 956-15 ,19930106783,한식,한식,84.99,대치2동,상수도전용,
강남구,2021,334,2021-10-01,2021-11-16,학동나주곰탕,서울특별시 강남구 논현동 58-5 ,20010107799,경양식,경양식,286.89,논현1동,상수도전용,
강남구,2021,335,2021-10-01,2021-11-16,청담항,서울특별시 강남구 청담동 131-14 ,20210107551,일식,일식,170,청담동,상수도전용,
강남구,2021,336,2021-10-01,2021-11-16,본가 신의주 찹쌀순대,서울특별시 강남구 삼성동 107-4 지상1층 ,20060105780,한식,한식,194.88,삼성1동,상수도전용,  02- 516-4840
강남구,2021,337,2021-10-01,2021-11-16,이조식당,서울특별시 강남구 삼성동 165-15 ,19900105076,한식,한식,94.8,삼성1동,상수도전용,  02- 563-0623
강남구,2021,338,2021-10-01,2021-11-16,송화,서울특별시 강남구 역삼동 645-19 ,20210105591,한식,한식,132,역삼1동,상수도전용,
강남구,2021,339,2021-10-01,2021-11-16,성가네큰집추어탕,서울특별시 강남구 삼성동 170-2 지상1층 ,20060106769,한식,한식,198.93,삼성1동,상수도전용,
강남구,2021,340,2021-10-01,2021-11-16,미로정,서울특별시 강남구 역삼동 671-27 지상2층 ,20070105602,한식,한식,129.2,역삼1동,상수도전용,
강남구,2021,341,2021-10-01,2021-11-16,별난횟집 역삼직영점,서울특별시 강남구 역삼동 723-6 지상1층 ,20140105963,한식,한식,225.66,역삼1동,상수도전용,
강남구,2021,342,2021-10-01,2021-11-16,한옥집 김치찜 GFC몰점,서울특별시 강남구 역삼동 737 강남파이낸스센터 ,20200107263,한식,한식,99.96,역삼1동,상수도전용,
