"식품인증업소 관리 일련번호","업소번호","업소 명","자치구 코드","자치구 명","업종 코드","업종 명","업태 코드","업태 명","업주 명","식품인증구분","식품인증 구분명","인증일자","사용여부","지도표시여부","식품인증업소 등급","지도 Y좌표","지도 X좌표","전화번호","도로명상세주소","도로명주소코드","도로명주소","허가번호","최초작성일자","최종수정일자","업소인증메뉴","교부번호","인증여부"
"11799","","본죽 (한성대입구)","3070000","성북구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5878566","127.0067781","02-741-6233","","","서울특별시 성북구 삼선교로 8","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11843","","롯데리아 (잠실새내)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5023419","127.0945491","02-413-1260","","","서울특별시 송파구 올림픽로 114","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","리아미라클버거(비건) 어썸버거(비건)","","N"
"11827","","샐러디 (문정엠스테이트)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.4860832","127.1210265","02-6177-9210","","","서울특별시 송파구 법원로 114","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","언리미트 웜볼(비건) 언리미트 웜랩(락토) 단호박 두부 웜볼(비건) 콥 샐러디(일반식비건가능) 탄단지 샐러디(일반식비건가능) 아보크랩 샐러디(페스코) 리코타치즈 샐러디(락토비건가능) 연어 샐러디(페스코비건가능) 나만의 샐러디/웜볼(비건) 나만의 샐러디 - 곡물볼(비건)","","N"
"11823","","롯데리아 (송파삼전)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5023419","127.0945491","02-413-1260","","","서울특별시 송파구 백제고분로 254 유림빌딩","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","리아미라클버거(비건) 어썸버거(비건)","","N"
"11821","","롯데리아 (마천)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.4951788","127.1509931","02-407-6882","","","서울특별시 송파구 마천로 315？현대그린빌","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","리아미라클버거(비건) 어썸버거(비건)","","N"
"11818","","롯데리아 (방이역)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5097613","127.1237515","02-422-1990","","","서울특별시 송파구 마천로 23","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","리아미라클버거(비건) 어썸버거(비건)","","N"
"11834","","퀴즈노스 (가락)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.495017","127.120367","02-2043-2308","","","서울특별시 송파구 송파대로28길 27 102-105","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","리코타베지와아보카도샌드위치(락토비건가능) 플렉스 스테이크(락토비건가능)","","N"
"11815","","롯데리아 (문정로데오)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.4910004","127.1259192","02-448-3232","","","서울특별시 송파구 동남로 134 명노빌딩","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","리아미라클버거(비건) 어썸버거(비건)","","N"
"11841","","퀴즈노스 (송파방이)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.514243","127.107972","02-785-3949","","","서울특별시 송파구 오금로11길 6","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","리코타베지와아보카도샌드위치(락토비건가능) 플렉스 스테이크(락토비건가능)","","N"
"11828","","퀴즈노스 (문정법조타운)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.484766","127.118441","0507-1437-0157","","","서울특별시 송파구 법원로11길 11 A동 131호","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","리코타베지와아보카도샌드위치(락토비건가능) 플렉스 스테이크(락토비건가능)","","N"
"11816","","롯데리아 (오금)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5034151","127.1379961","02-3012-8718","","","서울특별시 송파구 동남로 313","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","리아미라클버거(비건) 어썸버거(비건)","","N"
"11829","","죠샌드위치 (문정법조타운)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.484948","127.116228","0507-1445-0286","","","서울특별시 송파구 법원로11길 25 H비지니스파크 A-117호","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","두부 샐러드 빠네디까사(비건) 머쉬룸 샐러드 빠네띠까사(비건) 치즈머쉬룸 빠네디까사(락토) 발사믹잭치즈 빠네디까사(락토) 에그아보카도 빠네띠까사(오보)","","N"
"11848","","롯데리아 (잠실아이스링크)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5110794","127.0981638","02-411-0621","","","서울특별시 송파구 올림픽로 240","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","리아미라클버거(비건) 어썸버거(비건)","","N"
"11832","","롯데리아 (송파하비오)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.4805094","127.1232611","02-449-3391","","","서울특별시 송파구 송파대로 111 205동 115116118호","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","리아미라클버거(비건) 어썸버거(비건)","","N"
"11850","","롯데리아 (롯데월드)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.511079","127.098164","02-3431-7166","","","서울특별시 송파구 올림픽로 240 1층 롯데월드 스포츠센타","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","리아미라클버거(비건) 어썸버거(비건)","","N"
"11846","","죠샌드위치 (잠실엘스)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.512089","127.084202","02-2202-3487","","","서울특별시 송파구 올림픽로 119 잠실파인애플상가","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","두부 샐러드 빠네디까사(비건) 머쉬룸 샐러드 빠네띠까사(비건) 치즈머쉬룸 빠네디까사(락토) 발사믹잭치즈 빠네디까사(락토) 에그아보카도 빠네띠까사(오보)","","N"
"11851","","롯데리아 (키자니아)","3230000","송파구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5110794","127.0981638","070-4015-2596","","","서울특별시 송파구 올림픽로 240 2층","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","리아미라클버거(비건) 어썸버거(비건)","","N"
"11824","","인딕슬로우 (송파)","3230000","송파구","101","일반음식점","10121","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.510369","127.108679","02-423-0100","","","서울특별시 송파구 백제고분로45길 28 벤도치빌딩2층","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","흑임자 머쉬룸와가지 피자(일반식비건가능) 오늘의 과일 피자(락토) 베지터블 머쉬룸 삭(락토비건가능)","","N"
"11819","","코코루시아","3230000","송파구","101","일반음식점","10121","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.509486","127.123578","02-418-7010","","","서울특별시 송파구 마천로 24","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","비트페스토 파스타(비건) 알리오올리오(락토비건가능) 토마토 파스타(일반식비건가능) 브렉퍼스트 브루쉐타(오보) 아보카도 토스트(오보)","","N"
"11814","","그리너샐러드 잠실점","3230000","송파구","101","일반음식점","10121","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5015559","127.1063289","02-425-3430","","","서울특별시 송파구 가락로15길 7-1","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","그릴드 머쉬샐러드(비건) 스윗단호박 두부 샐러드(비건)","","N"
"11849","","바토스 잠실점","3230000","송파구","101","일반음식점","10121","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.511079","127.098164","02-2143-7073","","","서울특별시 송파구 올림픽로 240","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","VEGETERIAN TACOS (락토) VEGETERIAN TACOS (락토) VEGAN TACOS (비건) VEGAN TACOS (비건) VEGETERIAN BURRITOS CLASSIC(락토) VEGETERIAN BURRITOS FAJITA(락토) VEGAN BURRITOS CLASSIC(비건) VEGAN BURRITOS FAJITA(비건)","","N"
"11844","","도스타코스 (송파)","3230000","송파구","101","일반음식점","10121","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.512093","127.084213","02-417-3677","","","서울특별시 송파구 올림픽로 119","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","소프트 타코(락토비건가능) 야채 치폴레 살사 부리또 볼(락토비건가능) 리프라이드 빈 부리또(락토비건가능) 감자 부리또(락토비건가능) 야채 부리또(락토비건가능) 볶은 야채 부리또(락토비건가능)","","N"
"11842","","베르베르","3230000","송파구","101","일반음식점","10121","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5097732","127.1102662","0507-1410-8094","","","서울특별시 송파구 오금로18길 14","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","라따뚜이 샌드위치(비건)베르샐러드(비건)","","N"
"11837","","피피샐러드","3230000","송파구","101","일반음식점","10121","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.506277","127.099388","070-8822-7771","","","서울특별시 송파구 송파대로49길 50","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","잠백콥(비건) 드랍더비트(비건) 구운야채(비건) 바나다사라다(비건)","","N"
"11836","","샐러디치오도씨","3230000","송파구","101","일반음식점","10121","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.508749","127.105272","02-421-5556","","","서울특별시 송파구 송파대로48길 7","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","고구마샐러드(락토오보) 토마토 쇼트파스타 샐러드(락토오보비건가능) 바질 쇼트파스타 샐러드(락토오보락토가능) 크림치즈 계절과일 샐러드(락토오보비건가능)","","N"
"11826","","남경막국수 (잠실)","3230000","송파구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.509459","127.085159","02-417-0060","","","서울특별시 송파구 백제고분로7길 52-29","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","비빔막국수(오보비건가능) 들깨막국수(오보비건가능) 쟁반막국수(오보비건가능) 도토리묵(비건) 감자전(비건)","","N"
"11813","","본죽 (송파)","3230000","송파구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5042197","127.1145817","02-414-3364","","","서울특별시 송파구 가락로 176","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11812","","본죽 (송파엄마손)","3230000","송파구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5016784","127.1086586","02-424-6289","","","서울특별시 송파구 가락로 113","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11845","","본죽 (신천)","3230000","송파구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5120925","127.0842128","02-2202-6288","","","서울특별시 송파구 올림픽로 119","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11840","","본죽 (거여동)","3230000","송파구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.4928749","127.1450618","02-448-1577","","","서울특별시 송파구 오금로 508","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11839","","본죽 (개롱역)","3230000","송파구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.4972177","127.1359295","02-400-6113","","","서울특별시 송파구 오금로 414","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11838","","본죽 (올림픽)","3230000","송파구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5157634","127.1311226","02-448-1688","","","서울특별시 송파구 양재대로 1222","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11835","","본죽 (송파가락)","3230000","송파구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.4945734","127.119134","02-400-5515","","","서울특별시 송파구 송파대로30길 16","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11833","","본죽 (송파석촌)","3230000","송파구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5065674","127.1055474","02-425-6282","","","서울특별시 송파구 송파대로 451","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11831","","본죽앤비빔밥cafe (잠실레이크팰리스)","3230000","송파구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5070647","127.0922814","02-418-6233","","","서울특별시 송파구 석촌호수로 138","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 동지팥죽(비건) 단호박죽(비건) 녹두죽(비건)","","N"
"11830","","나위","3230000","송파구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.506324","127.090112","0507-1359-1620","","","서울특별시 송파구 삼전로 90 금화빌딩 1층","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","디톡스 울금해초비빔밥(비건) 송이가득솥밥(비건) 당귀곤드레나물밥(비건)","","N"
"11825","","본죽 (방이시장)","3230000","송파구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5113348","127.1145109","02-416-6288","","","서울특별시 송파구 백제고분로48길 12","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11822","","본죽 (삼전동)","3230000","송파구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5038151","127.0890313","02-424-6282","","","서울특별시 송파구 백제고분로 202","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11820","","본죽 (방이역)","3230000","송파구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5093581","127.1239261","02-423-6233","","","서울특별시 송파구 마천로 28","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11817","","본죽 (문정로데오)","3230000","송파구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.4899048","127.1242062","02-404-6282","","","서울특별시 송파구 동남로6길 3","","2021-12-23 13:28:23.0","2021-12-23 13:28:23.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11748","","롯데리아 (남부터미널)","3210000","서초구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.4851385","127.0158522","02-523-1800","","","서울특별시 서초구 효령로 289 장곡빌딩 103호","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","리아미라클버거(비건) 어썸버거(비건)","","N"
"11771","","본죽 (왕십리)","3030000","성동구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.56293","127.033279","02-2282-6288","","","서울특별시 성동구 왕십리로 330","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11776","","콩빠두","3030000","성동구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.542002","127.016553","02-2282-1464","","","서울특별시 성동구 한림말1길 8","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","콩빠두(비건) 콩국수(비건) 콩죽(비건) 순두부라면(비건) 하얀순두부(비건) 얼큰순두부(비건)","","N"
"11765","","본죽 (성수역)","3030000","성동구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5466452","127.0546118","02-499-6282","","","서울특별시 성동구 아차산로7길 15","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11764","","본죽 (성수힐스테이트)","3030000","성동구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5421503","127.0529463","02-465-4372","","","서울특별시 성동구 성수일로4길 37","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11758","","정선부뚜막","3030000","성동구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.547526","127.043032","02-499-8253","","","서울특별시 성동구 서울특별시숲6길 14","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","곤드레밥상(페스코비건가능)","","N"
"11752","","본죽 (서울금호)","3030000","성동구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.548314","127.023489","02-2252-6233","","","서울특별시 성동구 독서당로 311","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11757","","Ndd","3030000","성동구","101","일반음식점","10117","까페","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.547427","127.041167","070-4113-1088","","","서울특별시 성동구 서울특별시숲2길 19-18 2층","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","젤라또 (락토오보비건가능)","","N"
"11768","","다포케","3030000","성동구","101","일반음식점","10121","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.54305","127.053932","070-8836-7872","","","서울특별시 성동구 연무장길 41","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","오렌지 두부 포케(비건)","","N"
"11760","","마리오네","3030000","성동구","101","일반음식점","10121","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.539749","127.056925","0507-1381-6779","","","서울특별시 성동구 성수이로12길 15 1층","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","마르게리따(락토비건가능) 마르게리따 잘로(락토비건가능) 마리나라(비건) VIP 4 포르마치(락토비건가능) 톤노 마레(페스코) 봉골레 베라치(페스코) 4 포르마치(락토) 포카치아(락토)","","N"
"11762","","헤이보울","3030000","성동구","101","일반음식점","10121","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.54145","127.055077","070-8845-6847","","","서울특별시 성동구 성수이로7가길 13","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","옐로우보울(비건) 핑크보울(비건) 퍼플보울(비건) 그린보울(비건) 카페라떼(락토비건가능)","","N"
"11777","","로컬릿","3030000","성동구","101","일반음식점","10121","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.540975","127.01475","02-2282-1124","","","서울특별시 성동구 한림말길 33 2층","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","채소테린 플레이트(비건) 가지 라자냐(락토비건가능) 뽀모도로(락토비건가능) 호박 까넬로니(락토비건가능) 시금치뇨끼(락토)","","N"
"11779","","홈그라운드","3030000","성동구","101","일반음식점","10121","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.540477","127.013206","","","","서울특별시 성동구 한림말길 22-20 지하 1층","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","정기 변동 메뉴 (비건)","","N"
"11778","","본죽 (행당동)","3030000","성동구","101","일반음식점","10101","한식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.5578738","127.0301681","02-2282-0355","","","서울특별시 성동구 행당로 101","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","특전복내장죽(페스코) 특전복죽(페스코) 진전복죽(페스코) 전복죽(페스코) 매생이굴죽(페스코) 낙지김치죽(페스코) 해물죽(페스코) 버섯굴죽(페스코) 새우죽(페스코) 참치야채죽(페스코) 6가지야채죽(일반식비건가능) 가평잣죽(비건) 단호박죽(비건) 동지팥죽(비건) 흑임자죽(비건) 녹두죽(비건)","","N"
"11767","","칙피스 (성수)","3030000","성동구","101","일반음식점","10121","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.544439","127.052659","0507-1352-0248","","","서울특별시 성동구 연무장5길 9-16 블루스톤타워 1층 101호","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","팔라펠 버거(락토비건가능) 더 비건 버거(비건) 오리지널 허무스(비건) 사비흐 허무스(비건) 팔라펠 샐러드(비건) 사비흐 샐러드(비건) 아보카도 샐러드(비건) 팔라펠 라이스(비건) 통구이 콜리플라워(비건) 감자튀김(락토비건가능) 더 비건 샐러드(비건)","","N"
"11774","","롯데리아 (금호)","3030000","성동구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.548544","127.018396","02-2296-2872","","","서울특별시 성동구 장터길 23","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","리아미라클버거(비건) 어썸버거(비건)","","N"
"11775","","롯데리아 (답십리)","3030000","성동구","104","휴게음식점","10414","양식","","14","채식메뉴취급음식점","2021-12-23","Y","Y","","37.56523","127.05425","0507-1401-7619","","","서울특별시 성동구 천호대로 308 인암빌딩","","2021-12-23 13:28:22.0","2021-12-23 13:28:22.0","리아미라클버거(비건) 어썸버거(비건)","","N"
